351.0	49.746	50.074
351.5	44.972	45.215
352.0	41.428	41.505
352.5	40.265	40.466
353.0	37.344	37.364
353.5	37.012	36.524
354.0	43.904	43.339
354.5	51.866	51.783
355.0	52.969	53.302
355.5	48.181	48.386
356.0	45.209	45.185
356.5	45.490	45.302
357.0	48.072	47.779
357.5	52.134	52.134
358.0	52.064	52.082
358.5	51.741	51.631
359.0	53.205	53.254
359.5	52.448	52.271
360.0	54.851	54.369
360.5	61.503	61.245
361.0	65.020	65.082
361.5	64.064	64.155
362.0	62.709	62.827
362.5	60.990	61.188
363.0	58.159	58.199
363.5	57.530	57.298
364.0	60.654	60.390
364.5	64.221	64.282
365.0	63.291	63.615
365.5	58.742	58.646
366.0	59.987	59.855
366.5	61.712	62.224
367.0	54.599	54.677
367.5	53.452	53.658
368.0	50.567	50.971
368.5	44.980	44.912
369.0	45.840	45.850
369.5	45.637	45.419
370.0	48.536	48.040
370.5	55.212	55.200
371.0	55.300	55.204
371.5	56.520	56.104
372.0	62.074	61.548
372.5	69.103	68.861
373.0	72.276	72.559
373.5	68.370	68.896
374.0	61.195	61.479
374.5	57.298	57.099
375.0	59.889	59.528
375.5	64.653	64.778
376.0	62.895	63.520
376.5	54.457	55.103
377.0	45.752	46.220
377.5	39.446	39.694
378.0	36.092	36.044
378.5	36.683	36.208
379.0	42.944	42.284
379.5	51.644	51.424
380.0	54.485	54.691
380.5	51.691	51.754
381.0	50.793	50.642
381.5	52.713	52.731
382.0	52.402	52.426
382.5	52.018	52.055
383.0	51.469	51.446
383.5	51.702	51.356
384.0	56.169	55.747
384.5	61.620	61.489
385.0	63.259	63.210
385.5	63.821	63.459
386.0	68.459	68.519
386.5	67.588	68.271
387.0	58.613	59.568
387.5	46.131	47.114
388.0	33.321	33.458
388.5	31.505	30.625
389.0	42.848	41.840
389.5	55.827	55.084
390.0	65.340	65.412
390.5	64.332	65.211
391.0	52.932	53.985
391.5	39.319	39.311
392.0	39.377	38.103
392.5	55.671	54.414
393.0	71.708	71.022
393.5	80.388	80.144
394.0	83.398	83.250
394.5	85.180	85.094
395.0	86.163	86.081
395.5	87.100	86.898
396.0	89.563	89.373
396.5	91.860	91.791
397.0	92.624	92.717
397.5	91.335	91.571
398.0	88.231	88.229
398.5	88.143	88.152
399.0	87.919	88.093
399.5	85.616	85.519
400.0	86.727	86.679
400.5	87.217	87.430
401.0	84.431	84.559
401.5	82.727	82.610
402.0	84.087	83.951
402.5	85.686	85.389
403.0	89.284	88.922
403.5	93.694	93.636
404.0	94.299	94.752
404.5	88.540	88.978
405.0	82.985	82.762
