2452072.6039	15.298	0.007
2452072.6139	15.300	0.006
2452072.6252	15.312	0.006
2452072.6338	15.299	0.006
2452072.6424	15.302	0.006
2452072.6579	15.315	0.006
2452072.6665	15.311	0.006
2452072.6752	15.314	0.006
2452072.6838	15.318	0.006
2452072.6925	15.315	0.006
2452072.7011	15.313	0.006
2452072.7312	15.297	0.006
2452072.7484	15.302	0.006
2452072.7570	15.291	0.006
2452072.7657	15.298	0.006
2452072.7743	15.303	0.006
2452072.7833	15.302	0.006
2452072.7919	15.293	0.006
2452072.8005	15.295	0.006
2452072.8092	15.299	0.006
2452072.8178	15.297	0.006
2452072.8264	15.310	0.006
2452072.8359	15.294	0.006
2452072.8448	15.300	0.006
2452072.8539	15.305	0.006
2452072.8648	15.294	0.006
2452072.8734	15.296	0.006
2452072.8873	15.298	0.007
2452072.8961	15.305	0.007
2452072.9047	15.311	0.007
2452072.9133	15.297	0.007
2452073.5852	15.316	0.006
2452073.6006	15.299	0.006
2452073.6092	15.310	0.006
2452073.6178	15.312	0.006
2452073.6264	15.309	0.006
2452073.6350	15.309	0.006
2452073.6436	15.298	0.006
2452073.6524	15.302	0.006
2452073.6610	15.305	0.004
2452073.6805	15.302	0.006
2452073.6892	15.300	0.006
2452073.6978	15.304	0.006
2452073.7064	15.295	0.006
2452073.7151	15.306	0.006
2452073.7237	15.297	0.006
2452073.7417	15.305	0.006
2452073.7503	15.307	0.006
2452073.7589	15.308	0.006
2452073.7675	15.302	0.006
2452073.7761	15.302	0.006
2452073.7893	15.286	0.006
2452073.8120	15.304	0.006
2452073.8278	15.294	0.006
2452073.8368	15.307	0.007
2452073.8520	15.309	0.006
2452073.8606	15.313	0.006
2452073.8692	15.310	0.006
2452073.8778	15.314	0.006
2452073.8864	15.312	0.006
2452073.8999	15.313	0.006
2452073.9084	15.327	0.006
2452074.5792	15.299	0.006
2452074.5878	15.297	0.006
2452074.5964	15.304	0.006
2452074.6050	15.303	0.006
2452074.6137	15.297	0.006
2452074.6223	15.299	0.006
2452074.6314	15.300	0.007
2452074.6400	15.292	0.007
2452074.6486	15.297	0.006
2452074.6572	15.304	0.007
2452074.6659	15.308	0.006
2452074.6745	15.307	0.006
2452074.6834	15.300	0.006
2452074.7057	15.300	0.006
2452074.7144	15.302	0.006
2452074.7250	15.305	0.006
2452074.7342	15.298	0.006
2452074.7428	15.294	0.006
2452074.7665	15.298	0.006
2452074.7752	15.302	0.006
2452074.7838	15.308	0.007
2452074.7923	15.297	0.007
2452074.8022	15.301	0.006
2452074.8109	15.296	0.006
2452074.8197	15.306	0.006
2452074.8283	15.287	0.006
2452074.8369	15.298	0.007
2452074.8455	15.302	0.006
2452074.8541	15.309	0.006
2452074.8627	15.299	0.006
2452074.8718	15.303	0.006
2452074.8890	15.294	0.006
2452074.8976	15.298	0.006
2452074.9062	15.305	0.006
2452074.9122	15.300	0.006
2452075.6139	15.295	0.007
2452075.6225	15.295	0.006
2452075.6312	15.292	0.006
2452075.6398	15.289	0.007
2452075.6536	15.297	0.007
2452075.6680	15.300	0.007
2452075.6766	15.301	0.006
2452075.6852	15.294	0.006
2452075.6938	15.291	0.006
2452075.7024	15.307	0.006
2452075.7111	15.305	0.006
2452075.7201	15.307	0.006
2452075.7294	15.304	0.006
2452075.7379	15.296	0.006
2452075.7465	15.294	0.007
2452075.7733	15.292	0.007
2452075.7819	15.302	0.007
2452075.7905	15.303	0.007
2452075.7994	15.301	0.007
2452075.8166	15.297	0.007
2452075.8252	15.296	0.006
2452075.8338	15.302	0.007
2452075.8464	15.300	0.006
2452075.8550	15.300	0.006
2452075.8637	15.297	0.007
2452075.8722	15.304	0.007
2452075.8808	15.290	0.006
2452075.8894	15.288	0.006
2452075.8983	15.311	0.008
2452076.6925	15.291	0.007
2452076.7011	15.303	0.007
2452076.7097	15.302	0.007
2452076.7232	15.291	0.006
2452076.7332	15.292	0.006
