351.0	49.746
351.5	44.972
352.0	41.428
352.5	40.265
353.0	37.344
353.5	37.012
354.0	43.904
354.5	51.866
355.0	52.969
355.5	48.181
356.0	45.209
356.5	45.490
357.0	48.072
357.5	52.134
358.0	52.064
358.5	51.741
359.0	53.205
359.5	52.448
360.0	54.851
360.5	61.503
361.0	65.020
361.5	64.064
362.0	62.709
362.5	60.990
363.0	58.159
363.5	57.530
364.0	60.654
364.5	64.221
365.0	63.291
365.5	58.742
366.0	59.987
366.5	61.712
367.0	54.599
367.5	53.452
368.0	50.567
368.5	44.980
369.0	45.840
369.5	45.637
370.0	48.536
370.5	55.212
371.0	55.300
371.5	56.520
372.0	62.074
372.5	69.103
373.0	72.276
373.5	68.370
374.0	61.195
374.5	57.298
375.0	59.889
375.5	64.653
376.0	62.895
376.5	54.457
377.0	45.752
377.5	39.446
378.0	36.092
378.5	36.683
379.0	42.944
379.5	51.644
380.0	54.485
380.5	51.691
381.0	50.793
381.5	52.713
382.0	52.402
382.5	52.018
383.0	51.469
383.5	51.702
384.0	56.169
384.5	61.620
385.0	63.259
385.5	63.821
386.0	68.459
386.5	67.588
387.0	58.613
387.5	46.131
388.0	33.321
388.5	31.505
389.0	42.848
389.5	55.827
390.0	65.340
390.5	64.332
391.0	52.932
391.5	39.319
392.0	39.377
392.5	55.671
393.0	71.708
393.5	80.388
394.0	83.398
394.5	85.180
395.0	86.163
395.5	87.100
396.0	89.563
396.5	91.860
397.0	92.624
397.5	91.335
398.0	88.231
398.5	88.143
399.0	87.919
399.5	85.616
400.0	86.727
400.5	87.217
401.0	84.431
401.5	82.727
402.0	84.087
402.5	85.686
403.0	89.284
403.5	93.694
404.0	94.299
404.5	88.540
405.0	82.985
405.5	85.645
406.0	92.142
406.5	95.666
407.0	95.505
407.5	93.459
408.0	91.446
408.5	92.207
409.0	92.776
409.5	91.925
410.0	92.837
410.5	93.569
411.0	95.127
411.5	95.240
412.0	91.630
412.5	89.255
413.0	90.040
413.5	90.100
414.0	90.317
414.5	89.041
415.0	88.504
415.5	92.424
416.0	95.854
416.5	95.144
417.0	89.621
417.5	84.513
418.0	86.007
418.5	88.589
419.0	90.186
419.5	88.844
420.0	86.776
420.5	86.246
421.0	88.042
421.5	87.668
422.0	83.004
422.5	82.686
423.0	84.638
423.5	83.057
424.0	79.339
424.5	73.404
425.0	65.679
425.5	62.527
426.0	69.451
426.5	83.206
427.0	89.949
427.5	88.928
428.0	92.064
428.5	89.234
429.0	86.655
429.5	89.610
430.0	92.406
430.5	94.877
431.0	98.235
431.5	99.293
432.0	96.486
432.5	92.140
433.0	87.159
433.5	85.134
434.0	89.081
434.5	93.001
435.0	92.970
435.5	93.883
436.0	97.402
436.5	99.763
437.0	101.479
437.5	101.911
438.0	101.301
438.5	101.399
439.0	102.821
439.5	103.652
440.0	101.734
440.5	97.903
441.0	98.525
441.5	101.956
442.0	105.988
442.5	107.170
443.0	106.960
443.5	106.961
444.0	107.311
444.5	108.345
445.0	111.717
445.5	114.898
446.0	115.007
446.5	110.182
447.0	108.043
447.5	102.341
448.0	99.694
448.5	103.898
449.0	107.400
449.5	106.279
450.0	105.175
450.5	107.752
451.0	110.531
451.5	109.666
452.0	111.355
452.5	110.767
453.0	106.395
453.5	106.581
454.0	107.425
454.5	106.926
455.0	105.451
455.5	108.479
456.0	109.915
456.5	109.837
457.0	110.016
457.5	110.355
458.0	109.855
458.5	107.684
459.0	105.990
459.5	103.879
460.0	104.026
460.5	106.623
461.0	107.209
461.5	101.723
462.0	102.361
462.5	105.353
463.0	104.377
463.5	105.357
464.0	105.798
464.5	104.906
465.0	100.636
465.5	99.931
466.0	102.143
466.5	106.027
467.0	109.496
467.5	107.334
468.0	103.428
468.5	104.490
469.0	106.683
469.5	108.650
470.0	107.942
470.5	106.260
471.0	104.759
471.5	103.234
472.0	106.310
472.5	109.929
473.0	109.561
473.5	106.776
474.0	107.786
474.5	110.174
475.0	108.774
475.5	108.067
476.0	108.694
476.5	110.546
477.0	109.863
477.5	107.800
478.0	107.275
478.5	106.701
479.0	105.652
479.5	106.034
480.0	104.324
480.5	95.746
481.0	84.514
481.5	89.957
482.0	95.796
482.5	99.385
483.0	103.294
483.5	100.048
484.0	98.924
484.5	105.317
485.0	107.622
485.5	105.584
486.0	104.179
486.5	100.933
487.0	95.595
487.5	101.543
488.0	105.461
488.5	102.281
489.0	103.215
489.5	107.231
490.0	107.033
490.5	102.972
491.0	104.131
491.5	106.123
492.0	106.172
492.5	106.124
493.0	100.694
493.5	99.354
494.0	103.313
494.5	103.925
495.0	100.397
495.5	97.467
496.0	97.621
496.5	96.495
497.0	97.874
497.5	100.465
498.0	102.650
498.5	100.870
499.0	97.588
499.5	100.189
500.0	101.832
500.5	104.315
501.0	105.761
501.5	103.260
502.0	101.635
502.5	100.354
503.0	98.664
503.5	101.015
504.0	104.331
504.5	102.446
505.0	100.361
505.5	100.767
506.0	101.781
506.5	104.350
507.0	102.656
507.5	99.237
508.0	99.070
508.5	98.409
509.0	96.522
509.5	97.078
510.0	98.371
510.5	99.913
511.0	97.443
511.5	86.738
512.0	80.545
512.5	86.445
513.0	88.852
513.5	87.021
514.0	92.294
514.5	95.980
515.0	97.869
515.5	96.023
516.0	96.975
516.5	99.438
517.0	99.429
517.5	96.118
518.0	95.427
518.5	99.490
519.0	102.984
519.5	102.835
520.0	101.373
520.5	101.843
521.0	97.913
521.5	88.437
522.0	88.871
522.5	95.147
523.0	98.974
523.5	101.408
524.0	104.086
524.5	101.657
525.0	100.372
525.5	103.362
526.0	104.942
526.5	104.114
527.0	100.777
527.5	95.657
528.0	96.094
528.5	100.159
529.0	100.151
529.5	100.195
530.0	102.214
530.5	104.813
531.0	104.068
531.5	99.443
532.0	97.480
532.5	100.482
533.0	101.889
533.5	101.462
534.0	99.834
534.5	97.514
535.0	95.983
535.5	94.666
536.0	96.229
536.5	99.358
537.0	99.837
537.5	98.778
538.0	97.907
538.5	99.331
539.0	101.177
539.5	100.000
540.0	99.901
540.5	100.304
541.0	100.210
541.5	100.433
542.0	99.908
542.5	97.656
543.0	97.954
543.5	100.046
544.0	100.814
544.5	100.742
545.0	100.109
545.5	99.445
546.0	99.032
546.5	99.896
547.0	101.118
547.5	99.267
548.0	98.350
548.5	99.842
549.0	100.612
549.5	101.071
550.0	101.315
550.5	100.533
551.0	99.286
551.5	97.529
552.0	96.407
552.5	97.461
553.0	97.919
553.5	94.645
554.0	93.664
554.5	95.011
555.0	95.300
555.5	98.213
556.0	99.173
556.5	96.612
557.0	96.467
557.5	97.685
558.0	98.949
558.5	98.001
559.0	97.289
559.5	97.954
560.0	97.446
560.5	95.347
561.0	94.475
561.5	96.305
562.0	98.161
562.5	98.510
563.0	97.010
563.5	95.611
564.0	96.313
564.5	97.208
565.0	96.207
565.5	93.581
566.0	92.594
566.5	95.351
567.0	98.140
567.5	98.905
568.0	98.687
568.5	98.692
569.0	98.728
569.5	97.975
570.0	96.434
570.5	96.045
571.0	96.332
571.5	97.435
572.0	97.954
572.5	97.220
573.0	95.123
573.5	94.540
574.0	95.655
574.5	96.678
575.0	97.214
575.5	96.820
576.0	96.871
576.5	97.462
577.0	98.287
577.5	98.572
578.0	98.313
578.5	98.219
579.0	98.525
579.5	98.245
580.0	96.889
580.5	94.721
581.0	94.614
581.5	96.302
582.0	97.378
582.5	97.412
583.0	96.319
583.5	91.372
584.0	85.008
584.5	85.713
585.0	91.655
585.5	95.150
586.0	95.324
586.5	95.093
587.0	95.808
587.5	95.444
588.0	94.774
588.5	95.325
589.0	95.459
589.5	94.667
590.0	93.757
590.5	94.075
591.0	95.020
591.5	95.396
592.0	95.112
592.5	94.281
593.0	93.331
593.5	93.096
594.0	93.858
594.5	93.962
595.0	93.171
595.5	92.521
596.0	92.400
596.5	91.978
597.0	91.269
597.5	92.218
598.0	94.074
598.5	94.614
599.0	94.386
599.5	94.431
600.0	94.060
600.5	93.368
601.0	93.233
601.5	93.079
602.0	93.677
602.5	92.989
603.0	91.886
603.5	91.733
604.0	91.811
604.5	91.437
605.0	90.037
605.5	90.389
606.0	91.994
606.5	91.587
607.0	89.983
607.5	90.025
608.0	90.293
608.5	88.222
609.0	88.321
609.5	90.183
610.0	90.315
610.5	89.054
611.0	86.111
611.5	85.791
612.0	87.429
612.5	89.377
613.0	90.563
613.5	90.107
614.0	89.219
614.5	90.280
615.0	91.060
615.5	91.587
616.0	90.512
616.5	88.894
617.0	89.159
617.5	88.904
618.0	87.778
618.5	88.245
619.0	87.839
619.5	87.079
620.0	86.601
620.5	85.835
621.0	86.863
621.5	88.023
622.0	88.293
622.5	86.840
623.0	85.556
623.5	87.406
624.0	87.818
624.5	86.459
625.0	85.456
625.5	86.813
626.0	86.756
626.5	84.964
627.0	85.586
627.5	87.346
628.0	87.167
628.5	85.991
629.0	85.995
629.5	86.903
630.0	87.397
630.5	86.468
631.0	85.449
631.5	86.148
632.0	87.389
632.5	87.571
633.0	87.338
633.5	87.351
634.0	86.708
634.5	85.499
635.0	85.000
635.5	84.938
636.0	84.542
636.5	84.697
637.0	84.990
637.5	85.828
638.0	85.636
638.5	85.184
639.0	85.511
639.5	85.619
640.0	84.849
640.5	84.640
641.0	84.242
641.5	84.351
642.0	84.696
642.5	84.854
643.0	85.057
643.5	85.035
644.0	82.869
644.5	80.495
645.0	83.029
645.5	85.542
646.0	85.592
646.5	84.677
647.0	84.770
647.5	84.924
648.0	84.744
648.5	84.837
649.0	84.514
649.5	83.246
650.0	81.971
650.5	77.426
651.0	68.105
651.5	71.625
652.0	78.940
652.5	81.626
653.0	83.013
653.5	83.119
654.0	82.283
654.5	82.263
655.0	83.252
655.5	83.303
656.0	83.220
656.5	83.760
657.0	83.867
657.5	83.257
658.0	82.226
658.5	81.824
659.0	81.953
659.5	82.289
660.0	82.786
660.5	82.679
661.0	81.847
661.5	81.574
662.0	81.883
662.5	81.417
663.0	81.486
663.5	82.208
664.0	82.016
664.5	81.334
665.0	81.007
665.5	80.832
666.0	80.281
666.5	79.526
667.0	79.516
667.5	80.092
668.0	80.265
668.5	80.152
669.0	79.892
669.5	79.511
670.0	79.275
670.5	79.632
671.0	79.912
671.5	79.389
672.0	79.166
672.5	79.492
673.0	79.303
673.5	78.983
674.0	78.908
674.5	78.822
675.0	78.200
675.5	78.044
676.0	78.009
676.5	78.109
677.0	78.118
677.5	77.979
678.0	77.768
678.5	77.129
679.0	75.901
679.5	76.247
680.0	76.980
680.5	76.296
681.0	75.232
681.5	0.000
682.0	0.000
682.5	0.000
683.0	0.000
683.5	0.000
684.0	0.000
684.5	0.000
685.0	0.000
685.5	0.000
686.0	0.000
686.5	0.000
687.0	0.000
687.5	0.000
688.0	0.000
688.5	0.000
689.0	0.000
689.5	0.000
690.0	0.000
690.5	73.258
691.0	73.572
691.5	75.212
692.0	75.182
692.5	74.075
693.0	73.686
693.5	74.389
694.0	74.468
694.5	74.322
695.0	73.475
695.5	72.528
696.0	72.726
696.5	72.159
697.0	72.119
697.5	72.300
698.0	72.817
698.5	72.936
699.0	73.150
699.5	73.967
700.0	73.766
700.5	73.198
701.0	72.975
701.5	72.789
702.0	73.028
702.5	73.490
703.0	73.086
703.5	72.174
704.0	72.040
704.5	72.290
705.0	72.740
705.5	72.700
706.0	72.125
706.5	71.773
707.0	71.608
707.5	71.499
708.0	71.231
708.5	71.546
709.0	71.697
709.5	70.686
710.0	70.181
710.5	70.850
711.0	70.213
711.5	0.000
712.0	0.000
712.5	0.000
713.0	0.000
713.5	0.000
714.0	0.000
714.5	0.000
715.0	0.000
715.5	0.000
716.0	0.000
716.5	0.000
717.0	0.000
717.5	0.000
718.0	0.000
718.5	0.000
719.0	0.000
719.5	0.000
720.0	0.000
720.5	0.000
721.0	0.000
721.5	0.000
722.0	0.000
722.5	0.000
723.0	0.000
723.5	0.000
724.0	0.000
724.5	0.000
725.0	0.000
725.5	0.000
726.0	0.000
726.5	0.000
727.0	0.000
727.5	65.735
728.0	67.121
728.5	67.808
729.0	68.417
729.5	67.932
730.0	67.255
730.5	66.829
731.0	66.923
731.5	67.050
732.0	67.440
732.5	67.569
733.0	67.239
733.5	65.837
734.0	65.508
734.5	66.471
735.0	66.646
735.5	66.202
736.0	65.239
736.5	65.230
737.0	65.479
737.5	66.037
738.0	66.969
738.5	67.176
739.0	66.628
739.5	65.738
740.0	66.259
740.5	67.065
741.0	66.495
741.5	66.346
742.0	66.897
742.5	66.779
743.0	66.586
743.5	66.622
744.0	65.931
744.5	65.187
745.0	65.760
745.5	65.872
746.0	65.111
746.5	65.522
747.0	65.941
747.5	65.547
748.0	65.465
748.5	65.872
749.0	66.136
749.5	65.801
750.0	65.658
750.5	65.301
751.0	65.281
751.5	65.354
752.0	64.962
752.5	65.077
753.0	64.361
753.5	62.916
754.0	0.000
754.5	0.000
755.0	0.000
755.5	0.000
756.0	0.000
756.5	0.000
757.0	0.000
757.5	0.000
758.0	0.000
758.5	0.000
759.0	0.000
759.5	0.000
760.0	0.000
760.5	0.000
761.0	0.000
761.5	0.000
762.0	0.000
762.5	0.000
763.0	0.000
763.5	0.000
764.0	0.000
764.5	0.000
765.0	0.000
765.5	62.316
766.0	62.775
766.5	62.472
767.0	62.626
767.5	62.613
768.0	62.871
768.5	63.262
769.0	62.773
769.5	61.947
770.0	61.861
770.5	62.840
771.0	63.122
771.5	63.150
772.0	62.577
772.5	61.997
773.0	61.995
773.5	62.332
774.0	62.503
774.5	62.332
775.0	61.954
775.5	62.011
776.0	61.991
776.5	62.304
777.0	62.738
777.5	62.523
778.0	61.421
778.5	60.874
779.0	61.699
779.5	62.026
780.0	61.945
780.5	62.004
781.0	61.923
781.5	61.814
782.0	61.519
782.5	61.358
783.0	61.170
783.5	61.460
784.0	61.355
784.5	60.939
785.0	60.872
785.5	60.837
786.0	60.529
786.5	60.217
787.0	60.011
787.5	59.792
788.0	59.176
788.5	58.695
789.0	58.523
789.5	58.505
790.0	59.454
790.5	60.128
791.0	60.211
791.5	60.259
792.0	60.217
792.5	60.168
793.0	60.367
793.5	60.149
794.0	60.172
794.5	59.397
795.0	58.788
795.5	59.140
796.0	59.575
796.5	59.732
797.0	59.618
797.5	58.984
798.0	58.772
798.5	59.261
799.0	59.078
799.5	58.284
800.0	58.151
800.5	59.046
801.0	59.491
801.5	59.239
802.0	58.902
802.5	58.771
803.0	58.608
803.5	58.198
804.0	58.114
804.5	57.702
805.0	57.988
805.5	58.529
806.0	58.422
806.5	0.000
807.0	0.000
807.5	0.000
808.0	0.000
808.5	0.000
809.0	0.000
809.5	0.000
810.0	0.000
810.5	0.000
811.0	0.000
811.5	0.000
812.0	0.000
812.5	0.000
813.0	0.000
813.5	0.000
814.0	0.000
814.5	0.000
815.0	0.000
815.5	0.000
816.0	0.000
816.5	0.000
817.0	0.000
817.5	0.000
818.0	0.000
818.5	0.000
819.0	0.000
819.5	0.000
820.0	0.000
820.5	0.000
821.0	0.000
821.5	0.000
822.0	0.000
822.5	0.000
823.0	0.000
823.5	0.000
824.0	0.000
824.5	0.000
825.0	0.000
825.5	0.000
826.0	0.000
826.5	0.000
827.0	0.000
827.5	0.000
828.0	0.000
828.5	0.000
829.0	0.000
829.5	0.000
830.0	0.000
830.5	0.000
831.0	0.000
831.5	0.000
832.0	0.000
832.5	0.000
833.0	55.129
833.5	54.395
834.0	54.515
834.5	55.535
835.0	56.179
835.5	55.318
836.0	55.483
836.5	55.476
837.0	55.186
837.5	55.156
838.0	55.454
838.5	54.655
839.0	54.059
839.5	54.328
840.0	54.843
840.5	55.400
841.0	55.206
841.5	54.757
842.0	54.102
842.5	54.380
843.0	54.573
843.5	54.419
844.0	53.825
844.5	50.468
845.0	48.890
845.5	52.118
846.0	53.348
846.5	52.633
847.0	53.010
847.5	52.991
848.0	52.265
848.5	48.786
849.0	42.806
849.5	43.052
850.0	48.972
850.5	51.905
851.0	52.477
851.5	53.075
852.0	52.900
852.5	52.933
853.0	52.816
853.5	52.736
854.0	52.448
854.5	51.894
855.0	52.196
855.5	52.162
856.0	51.847
856.5	51.773
857.0	52.198
857.5	52.364
858.0	52.574
858.5	52.451
859.0	52.220
859.5	51.556
860.0	50.662
860.5	48.405
861.0	43.618
861.5	43.315
862.0	48.053
862.5	50.085
863.0	50.336
863.5	50.006
864.0	49.845
864.5	50.732
865.0	50.820
865.5	50.632
866.0	50.317
866.5	50.294
867.0	50.712
867.5	50.778
868.0	50.227
868.5	49.747
869.0	49.817
869.5	50.008
870.0	49.861
870.5	49.977
871.0	50.401
871.5	50.689
872.0	50.129
872.5	50.202
873.0	50.552
873.5	50.289
874.0	49.574
874.5	49.630
875.0	49.546
875.5	47.963
876.0	48.392
876.5	49.987
877.0	50.166
877.5	50.675
878.0	50.745
878.5	50.217
879.0	49.856
879.5	49.959
880.0	50.351
880.5	50.096
881.0	48.995
881.5	48.778
882.0	49.047
882.5	49.690
883.0	50.329
883.5	50.872
884.0	50.456
884.5	49.913
885.0	50.124
885.5	51.064
886.0	50.836
886.5	50.994
887.0	50.088
887.5	49.247
