351.00	40.01	39.858
351.50	41.23	41.283
352.00	40.76	40.900
352.50	39.51	39.349
353.00	40.83	40.510
353.50	43.47	43.282
354.00	44.94	45.026
354.50	44.18	44.479
355.00	41.56	41.873
355.50	38.86	39.093
356.00	36.82	37.084
356.50	34.51	34.676
357.00	33.09	33.215
357.50	31.96	32.380
358.00	28.39	28.521
358.50	27.28	26.490
359.00	33.76	32.662
359.50	42.86	42.390
360.00	46.67	46.911
360.50	44.60	44.875
361.00	42.30	42.273
361.50	42.45	42.168
362.00	44.68	44.285
362.50	47.82	47.822
363.00	47.75	47.869
363.50	46.66	46.526
364.00	47.70	47.630
364.50	48.16	47.915
365.00	50.09	49.485
365.50	54.91	54.481
366.00	58.31	58.326
366.50	58.10	58.235
367.00	56.91	57.027
367.50	55.92	56.143
368.00	54.05	54.158
368.50	53.06	52.802
369.00	55.04	54.666
369.50	57.94	57.945
370.00	57.81	58.166
370.50	54.87	54.849
371.00	54.95	54.754
371.50	56.48	56.888
372.00	53.15	53.508
372.50	50.22	50.506
373.00	47.89	48.314
373.50	44.45	44.441
374.00	44.49	44.415
374.50	45.05	44.816
375.00	46.80	46.289
375.50	50.83	50.694
376.00	51.80	51.669
376.50	52.81	52.245
377.00	57.18	56.517
377.50	62.30	61.991
378.00	64.67	65.087
378.50	61.30	62.175
379.00	54.36	54.834
379.50	50.58	50.317
380.00	52.60	52.103
380.50	56.38	56.470
381.00	55.58	56.374
381.50	49.31	50.262
382.00	41.80	42.427
382.50	36.89	37.190
383.00	34.48	34.522
383.50	34.12	33.829
384.00	36.31	35.970
384.50	38.94	38.973
385.00	38.60	38.835
385.50	36.73	36.819
386.00	35.99	35.946
386.50	36.24	36.233
387.00	36.28	36.116
387.50	37.45	37.044
388.00	40.53	39.723
388.50	46.66	45.606
389.00	54.70	53.908
389.50	60.68	60.440
390.00	62.47	62.482
390.50	62.30	62.203
391.00	62.93	63.068
391.50	61.78	62.617
392.00	55.29	56.752
392.50	44.14	45.724
393.00	32.03	32.549
393.50	28.06	26.981
394.00	36.17	34.483
394.50	48.86	47.593
395.00	58.40	58.204
395.50	59.78	60.984
396.00	50.62	52.376
396.50	37.31	37.638
397.00	34.79	33.051
397.50	47.76	45.558
398.00	64.17	62.817
398.50	74.17	73.564
399.00	78.61	78.286
399.50	80.90	80.612
400.00	82.98	82.732
400.50	84.71	84.382
401.00	87.07	86.750
401.50	89.37	89.254
402.00	90.12	90.170
402.50	89.62	89.743
